a_id,a_subtype,at_ip,at_fqdn,a_tags,v_name,v_description,v_remedy,v_severity,v_location,v_cve,v_cwe,v_published_datetime,v_tags,v_details
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2023-46218: curl -- security update,Debian: CVE-2023-46218: curl -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2023-46218,,07-12-2023 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""6.5""}]","{""cvss_v2"": ""6.4"", ""cvss_v3"": ""6.5"", ""risk_score"": ""435"", ""instances"": ""6"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-21986: linux, linux-6.1 -- security update","Debian: CVE-2025-21986: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-21986,,01-04-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""1"", ""modified_on"": ""11/4/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2016-10228: glibc -- security update,Debian: CVE-2016-10228: glibc -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2016-10228,,02-03-2017 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.9""}]","{""cvss_v2"": ""4.3"", ""cvss_v3"": ""5.9"", ""risk_score"": ""395"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2023-6129: openssl -- security update,Debian: CVE-2023-6129: openssl -- security update,Please refer to vendor security advisory for remediation steps.,10,/,CVE-2023-6129,,09-01-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Critical""}, {""key"": ""cvss_v3"", ""value"": ""6.5""}]","{""cvss_v2"": ""7.8"", ""cvss_v3"": ""6.5"", ""risk_score"": ""435"", ""instances"": ""1"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-37803: linux, linux-6.1 -- security update","Debian: CVE-2025-37803: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-37803,,08-05-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.8""}]","{""cvss_v2"": ""6.8"", ""cvss_v3"": ""7.8"", ""risk_score"": ""522"", ""instances"": ""1"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2024-27078: linux -- security update,Debian: CVE-2024-27078: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-27078,,01-05-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""6"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2023-25433: tiff -- security update,Debian: CVE-2023-25433: tiff -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2023-25433,,29-06-2023 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.7"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2022-2928: isc-dhcp -- security update,Debian: CVE-2022-2928: isc-dhcp -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2022-2928,,07-10-2022 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""6.5""}]","{""cvss_v2"": ""6.1"", ""cvss_v3"": ""6.5"", ""risk_score"": ""435"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Apache Tomcat: Moderate: HTTP/2 DoS (CVE-2020-13934),Apache Tomcat: Moderate: HTTP/2 DoS (CVE-2020-13934),Please refer to vendor security advisory for remediation steps.,8,/,CVE-2020-13934,,14-07-2020 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.5""}]","{""cvss_v2"": ""5.0"", ""cvss_v3"": ""7.5"", ""risk_score"": ""502"", ""instances"": ""1"", ""modified_on"": ""8/11/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Apache Tomcat: High: Information Disclosure (CVE-2021-43980),Apache Tomcat: High: Information Disclosure (CVE-2021-43980),Please refer to vendor security advisory for remediation steps.,8,/,CVE-2021-43980,,29-09-2022 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""3.7""}]","{""cvss_v2"": ""4.3"", ""cvss_v3"": ""3.7"", ""risk_score"": ""248"", ""instances"": ""1"", ""modified_on"": ""8/11/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-38473: linux, linux-6.1 -- security update","Debian: CVE-2025-38473: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-38473,,31-07-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.0""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""7.0"", ""risk_score"": ""469"", ""instances"": ""29"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-37817: linux, linux-6.1 -- security update","Debian: CVE-2025-37817: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-37817,,08-05-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""6.8"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""1"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2022-2929: isc-dhcp -- security update,Debian: CVE-2022-2929: isc-dhcp -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2022-2929,,07-10-2022 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""6.5""}]","{""cvss_v2"": ""6.1"", ""cvss_v3"": ""6.5"", ""risk_score"": ""435"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-38466: linux, linux-6.1 -- security update","Debian: CVE-2025-38466: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-38466,,28-07-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.0""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""7.0"", ""risk_score"": ""469"", ""instances"": ""29"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2024-26874: linux -- security update,Debian: CVE-2024-26874: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-26874,,17-04-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""4.7""}]","{""cvss_v2"": ""4.4"", ""cvss_v3"": ""4.7"", ""risk_score"": ""315"", ""instances"": ""6"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-38385: linux, linux-6.1 -- security update","Debian: CVE-2025-38385: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-38385,,28-07-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""2.1""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""2.1"", ""risk_score"": ""141"", ""instances"": ""29"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2023-2650: openssl -- security update,Debian: CVE-2023-2650: openssl -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2023-2650,,30-05-2023 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""6.5""}]","{""cvss_v2"": ""7.1"", ""cvss_v3"": ""6.5"", ""risk_score"": ""435"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2024-26671: linux -- security update,Debian: CVE-2024-26671: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-26671,,02-04-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""4.7""}]","{""cvss_v2"": ""4.4"", ""cvss_v3"": ""4.7"", ""risk_score"": ""315"", ""instances"": ""6"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2024-27412: linux -- security update,Debian: CVE-2024-27412: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-27412,,17-05-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""6"", ""modified_on"": ""2/18/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2024-26931: linux -- security update,Debian: CVE-2024-26931: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-26931,,01-05-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""6"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2024-27436: linux -- security update,Debian: CVE-2024-27436: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-27436,,17-05-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.3""}]","{""cvss_v2"": ""5.0"", ""cvss_v3"": ""5.3"", ""risk_score"": ""355"", ""instances"": ""6"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-37820: linux, linux-6.1 -- security update","Debian: CVE-2025-37820: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-37820,,08-05-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""1"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2023-51385: openssh -- security update,Debian: CVE-2023-51385: openssh -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2023-51385,,18-12-2023 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""6.5""}]","{""cvss_v2"": ""6.4"", ""cvss_v3"": ""6.5"", ""risk_score"": ""435"", ""instances"": ""6"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-21931: linux, linux-6.1 -- security update","Debian: CVE-2025-21931: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-21931,,01-04-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""1"", ""modified_on"": ""11/4/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-21839: linux, linux-6.1 -- security update","Debian: CVE-2025-21839: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-21839,,07-03-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""1"", ""modified_on"": ""10/30/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2024-26766: linux -- security update,Debian: CVE-2024-26766: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-26766,,03-04-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""6"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2021-3426: pypy3, python3.9 -- security update","Debian: CVE-2021-3426: pypy3, python3.9 -- security update",Please refer to vendor security advisory for remediation steps.,5,/,CVE-2021-3426,,07-04-2021 00:00:00,"[{""key"": ""severity"", ""value"": ""Moderate""}, {""key"": ""cvss_v3"", ""value"": ""5.7""}]","{""cvss_v2"": ""2.7"", ""cvss_v3"": ""5.7"", ""risk_score"": ""382"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2024-26859: linux -- security update,Debian: CVE-2024-26859: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-26859,,17-04-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""4.7""}]","{""cvss_v2"": ""4.4"", ""cvss_v3"": ""4.7"", ""risk_score"": ""315"", ""instances"": ""6"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2020-29130: libslirp, qemu -- security update","Debian: CVE-2020-29130: libslirp, qemu -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2020-29130,,26-11-2020 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""4.3""}]","{""cvss_v2"": ""4.0"", ""cvss_v3"": ""4.3"", ""risk_score"": ""288"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2022-29901: linux -- security update,Debian: CVE-2022-29901: linux -- security update,Please refer to vendor security advisory for remediation steps.,5,/,CVE-2022-29901,,12-07-2022 00:00:00,"[{""key"": ""severity"", ""value"": ""Moderate""}, {""key"": ""cvss_v3"", ""value"": ""5.6""}]","{""cvss_v2"": ""1.9"", ""cvss_v3"": ""5.6"", ""risk_score"": ""375"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2023-3611: linux -- security update,Debian: CVE-2023-3611: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2023-3611,,21-07-2023 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.8""}]","{""cvss_v2"": ""6.8"", ""cvss_v3"": ""7.8"", ""risk_score"": ""522"", ""instances"": ""6"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-37892: linux, linux-6.1 -- security update","Debian: CVE-2025-37892: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-37892,,20-05-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.0""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""7.0"", ""risk_score"": ""469"", ""instances"": ""1"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2023-0804: tiff -- security update,Debian: CVE-2023-0804: tiff -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2023-0804,,13-02-2023 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""6.8""}]","{""cvss_v2"": ""5.6"", ""cvss_v3"": ""6.8"", ""risk_score"": ""455"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2023-52679: linux -- security update,Debian: CVE-2023-52679: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2023-52679,,17-05-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.8""}]","{""cvss_v2"": ""6.8"", ""cvss_v3"": ""7.8"", ""risk_score"": ""522"", ""instances"": ""6"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2020-22218: libssh2 -- security update,Debian: CVE-2020-22218: libssh2 -- security update,Please refer to vendor security advisory for remediation steps.,10,/,CVE-2020-22218,,22-08-2023 00:00:00,"[{""key"": ""severity"", ""value"": ""Critical""}, {""key"": ""cvss_v3"", ""value"": ""7.5""}]","{""cvss_v2"": ""7.8"", ""cvss_v3"": ""7.5"", ""risk_score"": ""502"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
